# Subj,,,,,
# ORDER,gfPN93YeIolPLXomeGFI,,,,
# START,1.18,3.28,5.43,8.8,11.10
# END,1.51,5.21,7.30,9.36,12.30
,,,,,
# TLX,15,,,,
# TLX,18,,,,
# TLX,17,,,,
# TLX,58,,,,
# TLX,55,,,,
,,,,,
# SEQ,2,,,,
# SEQ,4,,,,
# SEQ,5,,,,
# SEQ,7,,,,
# SEQ,6,,,,
,,,,,
# SMEQ,0,,,,
# SMEQ,0,,,,
# SMEQ,0,,,,
# SMEQ,0,,,,
# SMEQ,88,,,,
