# Subj,,,,,
# ID,ORBc7bEnM9aWBcRnYfzi,,,,
# START,1.13,5.37,8.29,12.24,15.01
# END,2.01,6.32,10.23,13.36,15.53
,,,,,
# TLX,32,,,,
# TLX,22,,,,
# TLX,49,,,,
# TLX,26,,,,
# TLX,33,,,,
,,,,,
# SEQ,4,,,,
# SEQ,2,,,,
# SEQ,6,,,,
# SEQ,4,,,,
# SEQ,4,,,,
,,,,,
# SMEQ,25,,,,
# SMEQ,28,,,,
# SMEQ,57,,,,
# SMEQ,25,,,,
# SMEQ,24,,,,
