# Subj,,,,,
# ID,JJv9BddGcd2J4mj5c9i3,,,,
# START,2.18,5.04,8.10,12.01,15.01
# END,2.59,6.32,9.57,13.30,16.21
,,,,,
# TLX,16,,,,
# TLX,40,,,,
# TLX,64,,,,
# TLX,74,,,,
# TLX,64,,,,
,,,,,
# SEQ,3,,,,
# SEQ,5,,,,
# SEQ,6,,,,
# SEQ,7,,,,
# SEQ,7,,,,
,,,,,
# SMEQ,26,,,,
# SMEQ,70,,,,
# SMEQ,87,,,,
# SMEQ,102,,,,
# SMEQ,101,,,,
