# Subj,,,,,
# ORDER,wI0Rcmm5bxc9wTSpm4Wg,,,,
# START,2.31,5.20,8.36,13.16,16.30
# END,2.59,6.29,10.19,14.37,16.49
,,,,,
# TLX,7,,,,
# TLX,22,,,,
# TLX,59,,,,
# TLX,71,,,,
# TLX,33,,,,
,,,,,
# SEQ,3,,,,
# SEQ,6,,,,
# SEQ,6,,,,
# SEQ,7,,,,
# SEQ,7,,,,
,,,,,
# SMEQ,12,,,,
# SMEQ,60,,,,
# SMEQ,71,,,,
# SMEQ,103,,,,
# SMEQ,0,,,,
